,Survey,List,Participant,Nativeness,Age,Gender,Education,ItemID,Response,Scenario,Suspect,EStrength,ItemType,Condition,Item,ItemC,CorrectControl,Fillertype,EvidenceType,Evident
835,Survey2,1,Survey2_1,British English,19,she/her,Secondary School,Item5a,know,Interrogation,EB,strong,Item,c,5,5 sI,NA,No,statement,100
836,Survey2,1,Survey2_1,British English,19,she/her,Secondary School,Item6b,know,Interrogation,EB,weak,Item,d,6,6 wI,NA,No,document,88
837,Survey2,1,Survey2_1,British English,19,she/her,Secondary School,Item7a,know,Interrogation,EB,strong,Item,c,7,7 sI,NA,No,picture,100
838,Survey2,1,Survey2_1,British English,19,she/her,Secondary School,Item8b,know,Interrogation,EB,weak,Item,d,8,8 wI,NA,No,document,80
839,Survey2,1,Survey2_1,British English,19,she/her,Secondary School,Item9a,know,Interrogation,EB,strong,Item,c,9,9 sI,NA,No,statement,86
840,Survey2,1,Survey2_1,British English,19,she/her,Secondary School,Item10b,know,Interrogation,EB,weak,Item,d,10,10 wI,NA,No,document,91
841,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item11b,believe,Briefing,JS,weak,Item,b,11,11 wB,NA,No,statement,40
842,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item12a,believe,Briefing,JS,strong,Item,a,12,12 sB,NA,No,document,100
843,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item13b,believe,Briefing,JS,weak,Item,b,13,13 wB,NA,No,statement,90
844,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item14a,believe,Briefing,JS,strong,Item,a,14,14 sB,NA,No,picture,100
845,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item15b,believe,Briefing,JS,weak,Item,b,15,15 wB,NA,No,document,100
846,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item16a,believe,Briefing,JS,strong,Item,a,16,16 sB,NA,No,document,100
847,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item17b,believe,Briefing,JS,weak,Item,b,17,17 wB,NA,No,document,100
848,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item18a,believe,Briefing,JS,strong,Item,a,18,18 sB,NA,No,statement,100
849,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item19b,believe,Briefing,JS,weak,Item,b,19,19 wB,NA,No,statement,85
850,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item20a,know,Briefing,JS,strong,Item,a,20,20 sB,NA,No,document,86
851,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item1b,believe,Interrogation,EB,weak,Item,d,1,1 wI,NA,No,statement,80
852,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item2a,know,Interrogation,EB,strong,Item,c,2,2 sI,NA,No,picture,95
853,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item3b,believe,Interrogation,EB,weak,Item,d,3,3 wI,NA,No,document,75
854,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item4a,know,Interrogation,EB,strong,Item,c,4,4 sI,NA,No,picture,99
855,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item5b,know,Interrogation,EB,weak,Item,d,5,5 wI,NA,No,document,90
856,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item6a,know,Interrogation,EB,strong,Item,c,6,6 sI,NA,No,picture,75
857,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item7b,believe,Interrogation,EB,weak,Item,d,7,7 wI,NA,No,statement,100
858,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item8a,know,Interrogation,EB,strong,Item,c,8,8 sI,NA,No,document,100
859,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item9b,know,Interrogation,EB,weak,Item,d,9,9 wI,NA,No,picture,69
860,Survey2,2,Survey2_10,British English,45,he/him,Secondary School,Item10a,believe,Interrogation,EB,strong,Item,c,10,10 sI,NA,No,statement,100
861,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item11b,believe,Briefing,JS,weak,Item,b,11,11 wB,NA,No,statement,63
862,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item12a,believe,Briefing,JS,strong,Item,a,12,12 sB,NA,No,document,75
863,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item13b,believe,Briefing,JS,weak,Item,b,13,13 wB,NA,No,statement,71
864,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item14a,know,Briefing,JS,strong,Item,a,14,14 sB,NA,No,picture,100
865,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item15b,believe,Briefing,JS,weak,Item,b,15,15 wB,NA,No,document,88
866,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item16a,believe,Briefing,JS,strong,Item,a,16,16 sB,NA,No,document,74
867,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item17b,believe,Briefing,JS,weak,Item,b,17,17 wB,NA,No,document,100
868,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item18a,know,Briefing,JS,strong,Item,a,18,18 sB,NA,No,statement,100
869,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item19b,believe,Briefing,JS,weak,Item,b,19,19 wB,NA,No,statement,50
870,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item20a,know,Briefing,JS,strong,Item,a,20,20 sB,NA,No,document,100
871,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item1b,believe,Interrogation,EB,weak,Item,d,1,1 wI,NA,No,statement,17
872,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item2a,believe,Interrogation,EB,strong,Item,c,2,2 sI,NA,No,picture,70
873,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item3b,know,Interrogation,EB,weak,Item,d,3,3 wI,NA,No,document,50
874,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item4a,know,Interrogation,EB,strong,Item,c,4,4 sI,NA,No,picture,84
875,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item5b,know,Interrogation,EB,weak,Item,d,5,5 wI,NA,No,document,73
876,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item6a,believe,Interrogation,EB,strong,Item,c,6,6 sI,NA,No,picture,100
877,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item7b,believe,Interrogation,EB,weak,Item,d,7,7 wI,NA,No,statement,100
878,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item8a,know,Interrogation,EB,strong,Item,c,8,8 sI,NA,No,document,100
879,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item9b,believe,Interrogation,EB,weak,Item,d,9,9 wI,NA,No,picture,0
880,Survey2,2,Survey2_11,British English,20,he/him,Bachelor Degree,Item10a,know,Interrogation,EB,strong,Item,c,10,10 sI,NA,No,statement,100
881,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item11b,believe,Briefing,JS,weak,Item,b,11,11 wB,NA,No,statement,20
882,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item12a,believe,Briefing,JS,strong,Item,a,12,12 sB,NA,No,document,100
883,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item13b,believe,Briefing,JS,weak,Item,b,13,13 wB,NA,No,statement,45
884,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item14a,believe,Briefing,JS,strong,Item,a,14,14 sB,NA,No,picture,80
885,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item15b,believe,Briefing,JS,weak,Item,b,15,15 wB,NA,No,document,65
886,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item16a,believe,Briefing,JS,strong,Item,a,16,16 sB,NA,No,document,85
887,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item17b,believe,Briefing,JS,weak,Item,b,17,17 wB,NA,No,document,70
888,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item18a,know,Briefing,JS,strong,Item,a,18,18 sB,NA,No,statement,85
890,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item20a,know,Briefing,JS,strong,Item,a,20,20 sB,NA,No,document,65
891,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item1b,know,Interrogation,EB,weak,Item,d,1,1 wI,NA,No,statement,20
892,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item2a,know,Interrogation,EB,strong,Item,c,2,2 sI,NA,No,picture,70
893,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item3b,believe,Interrogation,EB,weak,Item,d,3,3 wI,NA,No,document,30
894,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item4a,know,Interrogation,EB,strong,Item,c,4,4 sI,NA,No,picture,80
895,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item5b,believe,Interrogation,EB,weak,Item,d,5,5 wI,NA,No,document,55
896,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item6a,know,Interrogation,EB,strong,Item,c,6,6 sI,NA,No,picture,70
897,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item7b,know,Interrogation,EB,weak,Item,d,7,7 wI,NA,No,statement,86
898,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item8a,know,Interrogation,EB,strong,Item,c,8,8 sI,NA,No,document,75
899,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item9b,know,Interrogation,EB,weak,Item,d,9,9 wI,NA,No,picture,50
900,Survey2,2,Survey2_12,British English,24,he/him,Bachelor Degree,Item10a,know,Interrogation,EB,strong,Item,c,10,10 sI,NA,No,statement,95
901,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item11a,know,Briefing,JS,strong,Item,a,11,11 sB,NA,No,document,90
902,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item12b,believe,Briefing,JS,weak,Item,b,12,12 wB,NA,No,document,35
903,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item13a,believe,Briefing,JS,strong,Item,a,13,13 sB,NA,No,document,95
904,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item14b,believe,Briefing,JS,weak,Item,b,14,14 wB,NA,No,statement,70
905,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item15a,believe,Briefing,JS,strong,Item,a,15,15 sB,NA,No,document,80
906,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item16b,believe,Briefing,JS,weak,Item,b,16,16 wB,NA,No,statement,50
907,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item17a,know,Briefing,JS,strong,Item,a,17,17 sB,NA,No,statement,90
908,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item18b,believe,Briefing,JS,weak,Item,b,18,18 wB,NA,No,document,40
909,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item19a,believe,Briefing,JS,strong,Item,a,19,19 sB,NA,No,picture,40
910,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item20b,believe,Briefing,JS,weak,Item,b,20,20 wB,NA,No,document,20
911,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item1a,believe,Interrogation,EB,strong,Item,c,1,1 sI,NA,No,document,100
912,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item2b,believe,Interrogation,EB,weak,Item,d,2,2 wI,NA,No,statement,30
913,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item3a,know,Interrogation,EB,strong,Item,c,3,3 sI,NA,No,picture,85
914,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item4b,believe,Interrogation,EB,weak,Item,d,4,4 wI,NA,No,document,50
915,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item5a,believe,Interrogation,EB,strong,Item,c,5,5 sI,NA,No,statement,70
916,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item6b,believe,Interrogation,EB,weak,Item,d,6,6 wI,NA,No,document,60
917,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item7a,know,Interrogation,EB,strong,Item,c,7,7 sI,NA,No,picture,85
918,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item8b,believe,Interrogation,EB,weak,Item,d,8,8 wI,NA,No,document,25
919,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item9a,believe,Interrogation,EB,strong,Item,c,9,9 sI,NA,No,statement,80
920,Survey2,1,Survey2_13,British English,45,she/her,Bachelor Degree,Item10b,believe,Interrogation,EB,weak,Item,d,10,10 wI,NA,No,document,10
921,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item11a,know,Briefing,JS,strong,Item,a,11,11 sB,NA,No,document,100
922,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item12b,believe,Briefing,JS,weak,Item,b,12,12 wB,NA,No,document,51
923,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item13a,believe,Briefing,JS,strong,Item,a,13,13 sB,NA,No,document,100
924,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item14b,believe,Briefing,JS,weak,Item,b,14,14 wB,NA,No,statement,100
925,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item15a,believe,Briefing,JS,strong,Item,a,15,15 sB,NA,No,document,88
926,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item16b,believe,Briefing,JS,weak,Item,b,16,16 wB,NA,No,statement,27
927,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item17a,know,Briefing,JS,strong,Item,a,17,17 sB,NA,No,statement,100
928,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item18b,believe,Briefing,JS,weak,Item,b,18,18 wB,NA,No,document,61
929,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item19a,believe,Briefing,JS,strong,Item,a,19,19 sB,NA,No,picture,65
930,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item20b,believe,Briefing,JS,weak,Item,b,20,20 wB,NA,No,document,61
931,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item1a,believe,Interrogation,EB,strong,Item,c,1,1 sI,NA,No,document,100
932,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item2b,believe,Interrogation,EB,weak,Item,d,2,2 wI,NA,No,statement,50
933,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item3a,know,Interrogation,EB,strong,Item,c,3,3 sI,NA,No,picture,100
934,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item4b,believe,Interrogation,EB,weak,Item,d,4,4 wI,NA,No,document,89
935,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item5a,know,Interrogation,EB,strong,Item,c,5,5 sI,NA,No,statement,100
936,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item6b,believe,Interrogation,EB,weak,Item,d,6,6 wI,NA,No,document,66
937,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item7a,know,Interrogation,EB,strong,Item,c,7,7 sI,NA,No,picture,100
938,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item8b,believe,Interrogation,EB,weak,Item,d,8,8 wI,NA,No,document,64
939,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item9a,know,Interrogation,EB,strong,Item,c,9,9 sI,NA,No,statement,100
940,Survey2,1,Survey2_14,British English,26,he/him,Secondary School,Item10b,know,Interrogation,EB,weak,Item,d,10,10 wI,NA,No,document,50
942,Survey2,1,Survey2_15,British English,40,she/her,Bachelor Degree,Item12b,believe,Briefing,JS,weak,Item,b,12,12 wB,NA,No,document,81
944,Survey2,1,Survey2_15,British English,40,she/her,Bachelor Degree,Item14b,believe,Briefing,JS,weak,Item,b,14,14 wB,NA,No,statement,97
945,Survey2,1,Survey2_15,British English,40,she/her,Bachelor Degree,Item15a,believe,Briefing,JS,strong,Item,a,15,15 sB,NA,No,document,81
946,Survey2,1,Survey2_15,British English,40,she/her,Bachelor Degree,Item16b,believe,Briefing,JS,weak,Item,b,16,16 wB,NA,No,statement,40
948,Survey2,1,Survey2_15,British English,40,she/her,Bachelor Degree,Item18b,know,Briefing,JS,weak,Item,b,18,18 wB,NA,No,document,9
950,Survey2,1,Survey2_15,British English,40,she/her,Bachelor Degree,Item20b,believe,Briefing,JS,weak,Item,b,20,20 wB,NA,No,document,19
951,Survey2,1,Survey2_15,British English,40,she/her,Bachelor Degree,Item1a,know,Interrogation,EB,strong,Item,c,1,1 sI,NA,No,document,94
956,Survey2,1,Survey2_15,British English,40,she/her,Bachelor Degree,Item6b,believe,Interrogation,EB,weak,Item,d,6,6 wI,NA,No,document,90
958,Survey2,1,Survey2_15,British English,40,she/her,Bachelor Degree,Item8b,believe,Interrogation,EB,weak,Item,d,8,8 wI,NA,No,document,15
961,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item11a,know,Briefing,JS,strong,Item,a,11,11 sB,NA,No,document,81
962,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item12b,know,Briefing,JS,weak,Item,b,12,12 wB,NA,No,document,61
963,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item13a,know,Briefing,JS,strong,Item,a,13,13 sB,NA,No,document,100
964,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item14b,believe,Briefing,JS,weak,Item,b,14,14 wB,NA,No,statement,97
965,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item15a,know,Briefing,JS,strong,Item,a,15,15 sB,NA,No,document,89
966,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item16b,believe,Briefing,JS,weak,Item,b,16,16 wB,NA,No,statement,7
967,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item17a,know,Briefing,JS,strong,Item,a,17,17 sB,NA,No,statement,100
968,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item18b,believe,Briefing,JS,weak,Item,b,18,18 wB,NA,No,document,11
969,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item19a,know,Briefing,JS,strong,Item,a,19,19 sB,NA,No,picture,94
970,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item20b,know,Briefing,JS,weak,Item,b,20,20 wB,NA,No,document,29
971,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item1a,know,Interrogation,EB,strong,Item,c,1,1 sI,NA,No,document,67
972,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item2b,believe,Interrogation,EB,weak,Item,d,2,2 wI,NA,No,statement,69
973,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item3a,know,Interrogation,EB,strong,Item,c,3,3 sI,NA,No,picture,99
974,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item4b,know,Interrogation,EB,weak,Item,d,4,4 wI,NA,No,document,0
975,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item5a,know,Interrogation,EB,strong,Item,c,5,5 sI,NA,No,statement,99
977,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item7a,know,Interrogation,EB,strong,Item,c,7,7 sI,NA,No,picture,88
978,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item8b,believe,Interrogation,EB,weak,Item,d,8,8 wI,NA,No,document,28
979,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item9a,believe,Interrogation,EB,strong,Item,c,9,9 sI,NA,No,statement,95
980,Survey2,1,Survey2_16,British English,26,he/him,Bachelor Degree,Item10b,believe,Interrogation,EB,weak,Item,d,10,10 wI,NA,No,document,19
981,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item11b,believe,Briefing,JS,weak,Item,b,11,11 wB,NA,No,statement,36
982,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item12a,know,Briefing,JS,strong,Item,a,12,12 sB,NA,No,document,62
984,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item14a,know,Briefing,JS,strong,Item,a,14,14 sB,NA,No,picture,100
985,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item15b,believe,Briefing,JS,weak,Item,b,15,15 wB,NA,No,document,74
986,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item16a,believe,Briefing,JS,strong,Item,a,16,16 sB,NA,No,document,29
987,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item17b,believe,Briefing,JS,weak,Item,b,17,17 wB,NA,No,document,40
988,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item18a,know,Briefing,JS,strong,Item,a,18,18 sB,NA,No,statement,96
989,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item19b,believe,Briefing,JS,weak,Item,b,19,19 wB,NA,No,statement,54
990,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item20a,know,Briefing,JS,strong,Item,a,20,20 sB,NA,No,document,39
992,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item2a,know,Interrogation,EB,strong,Item,c,2,2 sI,NA,No,picture,26
993,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item3b,believe,Interrogation,EB,weak,Item,d,3,3 wI,NA,No,document,77
994,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item4a,know,Interrogation,EB,strong,Item,c,4,4 sI,NA,No,picture,78
995,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item5b,believe,Interrogation,EB,weak,Item,d,5,5 wI,NA,No,document,100
996,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item6a,believe,Interrogation,EB,strong,Item,c,6,6 sI,NA,No,picture,90
997,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item7b,believe,Interrogation,EB,weak,Item,d,7,7 wI,NA,No,statement,79
998,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item8a,believe,Interrogation,EB,strong,Item,c,8,8 sI,NA,No,document,70
999,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item9b,know,Interrogation,EB,weak,Item,d,9,9 wI,NA,No,picture,42
1000,Survey2,2,Survey2_17,British English,21,she/her,Secondary School,Item10a,know,Interrogation,EB,strong,Item,c,10,10 sI,NA,No,statement,41
1001,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item11a,know,Briefing,JS,strong,Item,a,11,11 sB,NA,No,document,100
1002,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item12b,believe,Briefing,JS,weak,Item,b,12,12 wB,NA,No,document,80
1003,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item13a,know,Briefing,JS,strong,Item,a,13,13 sB,NA,No,document,100
1005,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item15a,know,Briefing,JS,strong,Item,a,15,15 sB,NA,No,document,80
1006,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item16b,believe,Briefing,JS,weak,Item,b,16,16 wB,NA,No,statement,50
1007,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item17a,know,Briefing,JS,strong,Item,a,17,17 sB,NA,No,statement,100
1008,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item18b,believe,Briefing,JS,weak,Item,b,18,18 wB,NA,No,document,60
1009,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item19a,know,Briefing,JS,strong,Item,a,19,19 sB,NA,No,picture,80
1010,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item20b,believe,Briefing,JS,weak,Item,b,20,20 wB,NA,No,document,60
1011,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item1a,know,Interrogation,EB,strong,Item,c,1,1 sI,NA,No,document,100
1012,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item2b,know,Interrogation,EB,weak,Item,d,2,2 wI,NA,No,statement,60
1013,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item3a,know,Interrogation,EB,strong,Item,c,3,3 sI,NA,No,picture,100
1014,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item4b,know,Interrogation,EB,weak,Item,d,4,4 wI,NA,No,document,50
1015,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item5a,know,Interrogation,EB,strong,Item,c,5,5 sI,NA,No,statement,100
1016,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item6b,believe,Interrogation,EB,weak,Item,d,6,6 wI,NA,No,document,60
1017,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item7a,know,Interrogation,EB,strong,Item,c,7,7 sI,NA,No,picture,90
1018,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item8b,believe,Interrogation,EB,weak,Item,d,8,8 wI,NA,No,document,60
1019,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item9a,believe,Interrogation,EB,strong,Item,c,9,9 sI,NA,No,statement,100
1020,Survey2,1,Survey2_18,British English,24,she/her,Secondary School,Item10b,believe,Interrogation,EB,weak,Item,d,10,10 wI,NA,No,document,60
1021,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item11a,know,Briefing,JS,strong,Item,a,11,11 sB,NA,No,document,95
1022,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item12b,believe,Briefing,JS,weak,Item,b,12,12 wB,NA,No,document,70
1023,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item13a,believe,Briefing,JS,strong,Item,a,13,13 sB,NA,No,document,82
1024,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item14b,believe,Briefing,JS,weak,Item,b,14,14 wB,NA,No,statement,100
1025,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item15a,believe,Briefing,JS,strong,Item,a,15,15 sB,NA,No,document,70
1026,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item16b,believe,Briefing,JS,weak,Item,b,16,16 wB,NA,No,statement,50
1027,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item17a,know,Briefing,JS,strong,Item,a,17,17 sB,NA,No,statement,100
1028,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item18b,believe,Briefing,JS,weak,Item,b,18,18 wB,NA,No,document,30
1029,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item19a,know,Briefing,JS,strong,Item,a,19,19 sB,NA,No,picture,82
1030,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item20b,believe,Briefing,JS,weak,Item,b,20,20 wB,NA,No,document,50
1031,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item1a,know,Interrogation,EB,strong,Item,c,1,1 sI,NA,No,document,100
1032,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item2b,know,Interrogation,EB,weak,Item,d,2,2 wI,NA,No,statement,75
1033,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item3a,know,Interrogation,EB,strong,Item,c,3,3 sI,NA,No,picture,95
1034,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item4b,know,Interrogation,EB,weak,Item,d,4,4 wI,NA,No,document,30
1035,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item5a,know,Interrogation,EB,strong,Item,c,5,5 sI,NA,No,statement,100
1036,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item6b,know,Interrogation,EB,weak,Item,d,6,6 wI,NA,No,document,81
1037,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item7a,know,Interrogation,EB,strong,Item,c,7,7 sI,NA,No,picture,100
1038,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item8b,know,Interrogation,EB,weak,Item,d,8,8 wI,NA,No,document,50
1039,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item9a,know,Interrogation,EB,strong,Item,c,9,9 sI,NA,No,statement,95
1040,Survey2,1,Survey2_19,British English,40,she/her,Secondary School,Item10b,know,Interrogation,EB,weak,Item,d,10,10 wI,NA,No,document,69
